text,emotion
"Honestly, the disappointing news makes me feel unhappy. That is my honest reaction.",sadness
"I have to admit, Honestly, being ignored makes me feel resentful. The feeling is difficult to ignore.",anger
"I have to admit, I keep feeling mad whenever I remember being ignored. It has stayed on my mind.",anger
"At this moment, My mood is heartbroken after missing my friends. It has stayed on my mind.",sadness
"To be honest, Honestly, my closest friend makes me feel devoted. I can feel it strongly.",love
"At this moment, Thinking about the risky journey leaves me frightened. That is my honest reaction.",fear
My mood is happy after the wonderful celebration. The feeling is difficult to ignore.,joy
"At this moment, My mood is romantic after a thoughtful message. The feeling is difficult to ignore.",love
"At this moment, Today I feel thrilled; it is connected to meeting my friends.",joy
"To be honest, My mood is affectionate after the kindness I received. That is my honest reaction.",love
"I have to admit, The way I feel can only be described as enraged.",anger
"I have to admit, Thinking about the new opportunity leaves me cheerful. I can feel it strongly.",joy
It is hard to hide how taken aback I feel about the unexpected announcement. It has stayed on my mind.,surprise
My mood is fearful after the uncertain situation. It has stayed on my mind.,fear
I keep feeling sad whenever I remember the difficult goodbye. I can feel it strongly.,sadness
"After thinking about it, I keep feeling wonderful whenever I remember finishing the project. I can feel it strongly.",joy
"I have to admit, I am sorrowful because of the disappointing news. That is my honest reaction.",sadness
"I have to admit, Honestly, the broken promise makes me feel resentful. I can feel it strongly.",anger
"To be honest, Today I feel stunned; it is connected to the surprise visitor.",surprise
"I have to admit, I feel quite unexpectedly amazed about the unexpected announcement. That is my honest reaction.",surprise
"At this moment, Honestly, the unexpected announcement makes me feel shocked.",surprise
"At this moment, The way I feel can only be described as disappointed. That is my honest reaction.",sadness
"To be honest, Right now I am genuinely miserable. The feeling is difficult to ignore.",sadness
"After thinking about it, Today I feel thrilled; it is connected to my great result. That is my honest reaction.",joy
"At this moment, It is hard to hide how sad I feel about missing my friends. That is my honest reaction.",sadness
"To be honest, I am speechless because of the unbelievable result. That is my honest reaction.",surprise
"To be honest, I am nervous because of the upcoming examination.",fear
"To be honest, Today I feel worried; it is connected to the upcoming examination.",fear
"To be honest, The way I feel can only be described as uneasy. It has stayed on my mind.",fear
I am grateful because of my great result. The feeling is difficult to ignore.,joy
I keep feeling worried whenever I remember speaking in public. The feeling is difficult to ignore.,fear
"At this moment, I am disappointed because of the disappointing news. It has stayed on my mind.",sadness
"I have to admit, My mood is unhappy after the failed plan. That is my honest reaction.",sadness
"I have to admit, It is hard to hide how shocked I feel about the unbelievable result. It has stayed on my mind.",surprise
"To be honest, Honestly, the new opportunity makes me feel wonderful. I can feel it strongly.",joy
"After thinking about it, My mood is warm after a thoughtful message. That is my honest reaction.",love
"Honestly, the difficult goodbye makes me feel gloomy. It has stayed on my mind.",sadness
Right now I am truly stunned. That is my honest reaction.,surprise
"To be honest, Thinking about our time together leaves me fond. I can feel it strongly.",love
"At this moment, It is hard to hide how cheerful I feel about my great result.",joy
"To be honest, It is hard to hide how delighted I feel about the new opportunity. I can feel it strongly.",joy
"I have to admit, Today I feel heartbroken; it is connected to the difficult goodbye. That is my honest reaction.",sadness
"I have to admit, Thinking about the sudden noise leaves me panicked. The feeling is difficult to ignore.",fear
"At this moment, It is hard to hide how pleased I feel about the new opportunity. The feeling is difficult to ignore.",joy
"After thinking about it, Honestly, our time together makes me feel close. It has stayed on my mind.",love
"To be honest, Today I feel wonderful; it is connected to meeting my friends. The feeling is difficult to ignore.",joy
"After thinking about it, Thinking about the sudden gift leaves me taken aback. The feeling is difficult to ignore.",surprise
"After thinking about it, I keep feeling nervous whenever I remember the uncertain situation. It has stayed on my mind.",fear
My mood is irritated after being ignored. That is my honest reaction.,anger
"To be honest, It is hard to hide how cross I feel about being ignored. That is my honest reaction.",anger
"To be honest, My mood is resentful after the unfair decision. It has stayed on my mind.",anger
"To be honest, My mood is unexpectedly amazed after the shocking update. That is my honest reaction.",surprise
"At this moment, It is hard to hide how irritated I feel about the repeated mistake. The feeling is difficult to ignore.",anger
"At this moment, I am close because of the kindness I received. It has stayed on my mind.",love
"I have to admit, Right now I am very nervous. That is my honest reaction.",fear
"At this moment, It is hard to hide how resentful I feel about the unfair decision. It has stayed on my mind.",anger
"To be honest, I am taken aback because of the last-minute change. I can feel it strongly.",surprise
"I have to admit, Today I feel sad; it is connected to a lonely evening. The feeling is difficult to ignore.",sadness
"I have to admit, I feel extremely fond about my family.",love
"After thinking about it, Honestly, a lonely evening makes me feel heartbroken. That is my honest reaction.",sadness
"After thinking about it, Right now I am extremely joyful. It has stayed on my mind.",joy
